customer_id,signup_date,country,age,acquisition_channel
C100572,2023-07-17,United States,55.0,Email
C100573,2023-02-04,USA,35.0,Paid Search
C100574,2023-01-05,Germany,64.0,Paid Social
C100575,2023-09-19,United Kingdom,66.0,Organic Search
C100576,2024-10-10,United States,48.0,Paid Search
C100577,2024-01-02,United States,39.0,Referral
C100578,2024-09-17,Spain,20.0,Paid Search
C100579,2023-03-13,United States,64.0,Direct
C100580,2023-03-07,United States,69.0,Referral
C100581,2024-08-06,Ireland,43.0,Paid Social
C100582,2023-03-16,United States,47.0,Paid Social
C100583,2023-02-06,United Kingdom,60.0,Direct
C100584,2023-10-10,United Kingdom,57.0,Direct
C100585,2024-10-09,United Kingdom,25.0,Paid Search
C100586,2024-04-27,United Kingdom,56.0,Email
C100587,2023-03-11,United States,70.0,Paid Social
C100588,2024-08-08,Germany,60.0,Email
C100589,2024-08-13,Germany,45.0,Referral
C100590,2024-07-14,United Kingdom,47.0,Paid Social
C100591,2024-09-23,United States,32.0,Direct
C100592,2023-06-17,United Kingdom,55.0,Email
C100593,2024-11-16,Spain,31.0,Organic Search
C100594,2023-08-13,United Kingdom,37.0,Email
C100595,2024-07-15,USA,33.0,Referral
C100596,2024-02-10,united kingdom,37.0,Paid Search
C100597,2024-06-29,Germany,38.0,Paid Social
C100598,2024-03-15,United States,22.0,Email
C100599,2024-03-25,Germany,58.0,Email
C100600,2024-03-07,United Kingdom,43.0,Email
C100601,2024-06-29,Spain,72.0,Organic Search
C100602,2024-06-01,United States,28.0,Paid Search
C100603,2023-04-05,Germany,56.0,Paid Search
C100604,2024-08-01,France,28.0,Email
C100605,2024-01-11,Ireland,49.0,Email
C100606,2023-08-15,United Kingdom,45.0,Organic Search
C100607,2023-12-26,united kingdom,43.0,Email
C100608,2024-11-07,United Kingdom,55.0,Paid Social
C100609,2024-08-23,United Kingdom,65.0,Direct
C100610,2024-08-06,USA,36.0,Organic Search
C100611,2023-11-20,Ireland,66.0,Direct
C100612,2024-07-02,Ireland,28.0,Paid Social
C100613,2023-09-27,United States,34.0,Referral
C100614,2024-04-25,Germany,35.0,Referral
C100615,2024-03-23,France,72.0,Organic Search
C100616,2023-06-24,Spain,24.0,Paid Social
C100617,2023-07-06,United Kingdom,40.0,Direct
C100618,2023-02-12,United States,42.0,Referral
C100619,2023-04-08,France,63.0,Organic Search
C100620,2023-10-31,united kingdom,45.0,Paid Social
C100621,2023-12-01,United States,73.0,Paid Social
C100622,2023-04-26,Ireland,60.0,Referral
C100623,2023-10-19,Ireland,58.0,Referral
C100624,2024-02-27,Spain,,Organic Search
C100625,2023-06-12,France,27.0,Referral
C100626,2023-08-25,United Kingdom,43.0,Direct
C100627,2023-09-15,united kingdom,51.0,Direct
C100628,2023-12-20,United States,29.0,Organic Search
C100629,2023-09-14,United States,24.0,Paid Social
C100630,2024-05-30,United States,,Paid Social
C100631,2023-08-18,Germany,62.0,Organic Search
C100632,2023-10-31,United States,55.0,Paid Social
C100633,2023-09-23,Germany,34.0,Organic Search
C100634,2023-05-09,UK,60.0,Organic Search
C100635,2024-04-25,UK,57.0,Referral
C100636,2023-06-14,United Kingdom,64.0,Paid Social
C100637,2023-07-27,United Kingdom,69.0,Direct
C100638,2024-07-08,France,68.0,Organic Search
C100639,2024-10-26,United States,28.0,Email
C100640,2024-04-14,United Kingdom,61.0,Paid Social
C100641,2024-10-03,Germany,40.0,Direct
C100642,2024-08-20,United States,40.0,Direct
C100643,2023-12-03,United Kingdom,54.0,Paid Social
C100644,2024-06-23,united kingdom,,Referral
C100645,2023-08-18,United Kingdom,41.0,Organic Search
C100646,2023-11-19,Germany,74.0,Email
C100647,2024-01-10,United Kingdom,27.0,Organic Search
C100648,2024-11-03,United Kingdom,23.0,Paid Social
C100649,2024-08-16,United Kingdom,19.0,Organic Search
C100650,2023-12-09,USA,64.0,Paid Search
C100651,2024-04-01,United Kingdom,41.0,Paid Social
C100652,2023-05-22,France,42.0,Email
C100653,2024-07-17,United Kingdom,55.0,Paid Social
C100654,2024-01-23,USA,42.0,Paid Social
C100655,2024-01-08,United States,50.0,Organic Search
C100656,2024-06-20,United States,21.0,Paid Search
C100657,2024-03-19,United Kingdom,26.0,Direct
C100658,2023-02-20,France,71.0,Organic Search
C100659,2023-07-21,France,,Direct
C100660,2023-05-04,United Kingdom,27.0,Paid Social
C100661,2024-05-29,United Kingdom,39.0,Organic Search
C100662,2023-01-25,Spain,37.0,Email
C100663,2023-05-22,United States,33.0,Organic Search
C100664,2024-02-23,United Kingdom,34.0,Organic Search
C100665,2024-05-01,United Kingdom,59.0,Referral
C100666,2023-12-19,Germany,24.0,Paid Social
C100667,2024-08-25,Germany,35.0,Paid Search
C100668,2024-10-05,USA,44.0,Referral
C100669,2023-04-03,Spain,48.0,Direct
C100670,2024-10-28,United States,,Referral
C100671,2024-03-06,united kingdom,70.0,Paid Search
C100672,2024-03-21,United States,34.0,Paid Social
C100673,2023-03-08,UK,48.0,Email
C100674,2024-03-11,United Kingdom,19.0,Email
C100675,2024-05-23,United Kingdom,53.0,Paid Search
C100676,2024-02-11,UK,26.0,Organic Search
C100677,2023-03-01,Germany,22.0,Email
C100678,2024-01-02,United Kingdom,56.0,Direct
C100679,2024-10-17,United States,28.0,Paid Social
C100680,2024-05-21,Germany,45.0,Paid Search
C100681,2023-04-07,USA,23.0,Paid Social
C100682,2024-11-02,Germany,60.0,Organic Search
C100683,2024-11-02,France,61.0,Email
C100684,2023-04-29,Germany,50.0,Paid Social
C100685,2024-07-14,United Kingdom,65.0,Organic Search
C100686,2023-10-12,United States,42.0,Organic Search
C100687,2024-02-20,USA,28.0,Organic Search
C100688,2023-11-08,United Kingdom,26.0,Direct
C100689,2024-07-01,United Kingdom,30.0,Paid Search
C100690,2024-11-28,United Kingdom,29.0,Email
C100691,2024-07-10,United States,36.0,Organic Search
C100692,2024-10-13,United States,30.0,Email
C100693,2024-10-24,United Kingdom,51.0,Paid Search
C100694,2023-03-05,France,26.0,Direct
C100695,2023-06-27,Spain,53.0,Paid Social
C100696,2024-05-20,United Kingdom,37.0,Organic Search
C100697,2024-02-18,Spain,57.0,Paid Search
C100698,2023-02-05,United Kingdom,47.0,Paid Search
C100699,2023-03-08,Spain,69.0,Organic Search
C100700,2023-12-31,Spain,43.0,Direct
C100701,2024-03-07,United Kingdom,34.0,Organic Search
C100702,2023-04-28,Germany,,Organic Search
C100703,2023-04-30,Ireland,55.0,Direct
C100704,2023-04-01,Spain,43.0,Email
C100705,2024-01-31,Ireland,49.0,Paid Social
C100706,2023-01-06,United States,44.0,Paid Search
C100707,2024-02-05,United Kingdom,35.0,Direct
C100708,2023-11-30,France,35.0,Organic Search
C100709,2023-11-23,USA,,Referral
C100710,2024-04-20,USA,56.0,Direct
C100711,2024-01-01,United States,23.0,Email
C100712,2024-05-24,United States,72.0,Paid Search
C100713,2024-06-18,United Kingdom,58.0,Referral
C100714,2024-10-06,Germany,20.0,Organic Search
C100715,2024-07-13,United Kingdom,59.0,Organic Search
C100716,2023-12-29,Germany,51.0,Direct
C100717,2023-12-11,France,70.0,Paid Search
C100718,2023-06-14,United States,45.0,Organic Search
C100719,2024-02-24,United States,47.0,Organic Search
C100720,2023-04-08,united kingdom,35.0,Direct
C100721,2024-10-13,Ireland,36.0,Organic Search
C100722,2024-08-14,Germany,53.0,Organic Search
C100723,2023-03-25,UK,65.0,Paid Search
C100724,2024-07-04,United Kingdom,68.0,Direct
C100725,2023-03-23,United Kingdom,61.0,Paid Search
C100726,2024-05-19,United States,52.0,Referral
C100727,2023-03-03,Spain,46.0,Paid Social
C100728,2023-12-08,Germany,37.0,Paid Search
C100729,2024-04-05,United Kingdom,61.0,Paid Social
C100730,2024-05-25,France,36.0,Paid Social
C100731,2023-10-21,UK,33.0,Paid Search
C100732,2024-10-07,France,67.0,Referral
C100733,2024-06-26,United Kingdom,51.0,Paid Search
C100734,2023-05-26,USA,38.0,Organic Search
C100735,2024-04-14,Spain,67.0,Paid Search
C100736,2024-05-26,United Kingdom,72.0,Referral
C100737,2023-08-22,Germany,36.0,Referral
C100738,2024-05-31,Ireland,47.0,Paid Search
C100739,2024-09-20,United Kingdom,45.0,Paid Social
C100740,2024-07-25,United Kingdom,57.0,Direct
C100741,2024-06-17,Germany,,Referral
C100742,2024-03-20,UK,49.0,Direct
C100743,2023-07-09,United Kingdom,63.0,Paid Search
C100744,2024-07-10,United States,51.0,Referral
C100745,2023-09-12,Germany,68.0,Organic Search
C100746,2024-01-08,united kingdom,,Organic Search
C100747,2023-08-09,UK,39.0,Paid Search
C100748,2023-08-08,France,42.0,Paid Search
C100749,2023-04-21,United States,74.0,Paid Search
C100750,2024-11-03,France,52.0,Organic Search
C100751,2023-04-14,United States,26.0,Paid Social
C100752,2023-03-02,Spain,20.0,Direct
C100753,2024-10-17,Germany,47.0,Direct
C100754,2024-01-24,United Kingdom,,Organic Search
C100755,2023-11-03,France,45.0,Referral
C100756,2024-05-31,United States,49.0,Organic Search
C100757,2023-09-26,United Kingdom,63.0,Email
C100758,2023-03-31,United Kingdom,47.0,Organic Search
C100759,2024-05-25,Germany,69.0,Organic Search
C100760,2023-05-04,United Kingdom,54.0,Organic Search
C100761,2024-01-23,united kingdom,59.0,Paid Search
C100762,2024-10-26,United Kingdom,62.0,Direct
C100763,2024-10-17,United States,53.0,Paid Search
C100764,2023-09-10,United States,20.0,Email
C100765,2024-06-30,United States,42.0,Paid Social
C100766,2024-03-04,United Kingdom,26.0,Paid Social
C100767,2023-12-02,United Kingdom,47.0,Referral
C100768,2023-04-08,USA,26.0,Paid Social
C100769,2023-09-21,UK,47.0,Direct
C100770,2024-04-01,Germany,37.0,Direct
C100771,2024-11-21,United Kingdom,19.0,Paid Search
C100772,2023-01-04,United Kingdom,25.0,Organic Search
C100773,2024-05-17,United Kingdom,46.0,Email
C100774,2024-08-15,United States,22.0,Organic Search
C100775,2024-10-27,United States,66.0,Organic Search
C100776,2023-10-24,France,61.0,Direct
C100777,2023-03-24,UK,58.0,Email
C100778,2023-07-09,United States,27.0,Direct
C100779,2024-08-18,USA,63.0,Organic Search
C100780,2024-09-06,United Kingdom,54.0,Paid Search
C100781,2024-03-21,United States,40.0,Paid Search
C100782,2023-03-27,UK,18.0,Email
C100783,2023-03-27,United States,48.0,Paid Search
C100784,2023-12-01,United Kingdom,63.0,Organic Search
C100785,2024-02-16,France,,Direct
C100786,2023-01-23,Spain,20.0,Paid Search
C100787,2024-04-25,United Kingdom,39.0,Direct
C100788,2024-01-17,USA,47.0,Direct
C100789,2023-01-09,Germany,45.0,Email
C100790,2023-03-08,united kingdom,42.0,Direct
C100791,2023-11-15,France,32.0,Referral
C100792,2024-05-20,Germany,21.0,Organic Search
C100793,2024-07-31,Spain,19.0,Organic Search
C100794,2023-10-29,Ireland,23.0,Direct
C100795,2023-07-26,United Kingdom,57.0,Referral
C100796,2024-11-08,United States,62.0,Email
C100797,2023-11-17,United States,42.0,Paid Search
C100798,2023-08-09,United Kingdom,22.0,Referral
C100799,2023-11-06,UK,41.0,Paid Social
C100800,2023-01-09,Ireland,74.0,Paid Social
C100801,2023-07-31,United Kingdom,32.0,Referral
C100802,2023-12-27,United States,,Direct
C100803,2024-10-04,France,48.0,Email
C100804,2024-05-31,united kingdom,36.0,Email
C100805,2024-06-30,United States,42.0,Direct
C100806,2024-01-17,Ireland,44.0,Direct
C100807,2023-03-19,United States,45.0,Direct
C100808,2023-10-01,United Kingdom,58.0,Organic Search
C100809,2024-11-28,United Kingdom,51.0,Direct
C100810,2023-01-31,Spain,21.0,Email
C100811,2024-09-07,United Kingdom,18.0,Organic Search
C100812,2024-04-24,United States,41.0,Referral
C100813,2023-07-18,United Kingdom,69.0,Direct
C100814,2024-06-28,United States,20.0,Email
C100815,2024-08-08,Spain,22.0,Direct
C100816,2023-01-31,United States,56.0,Paid Social
C100817,2023-03-16,Ireland,,Organic Search
C100818,2024-04-11,United Kingdom,31.0,Paid Social
C100819,2024-11-30,United States,29.0,Paid Social
C100820,2023-01-17,France,55.0,Referral
C100821,2024-04-10,United States,47.0,Direct
C100822,2023-04-06,United Kingdom,54.0,Direct
C100823,2024-03-31,France,33.0,Organic Search
C100824,2024-03-12,United States,48.0,Paid Social
C100825,2023-03-05,United States,,Organic Search
C100826,2024-04-21,Ireland,36.0,Referral
C100827,2024-09-19,United Kingdom,40.0,Organic Search
C100828,2024-08-27,united kingdom,27.0,Email
C100829,2023-01-21,United Kingdom,54.0,Direct
C100830,2023-06-22,United States,19.0,Referral
C100831,2023-06-18,United Kingdom,32.0,Paid Social
C100832,2023-11-14,Germany,58.0,Paid Social
C100833,2023-04-11,United Kingdom,19.0,Referral
C100834,2024-08-21,Germany,74.0,Email
C100835,2024-06-27,United Kingdom,41.0,Organic Search
C100836,2024-07-19,UK,40.0,Paid Search
C100837,2023-05-19,UK,48.0,Email
C100838,2023-01-11,Germany,54.0,Email
C100839,2024-09-29,United States,44.0,Organic Search
C100840,2023-07-22,UK,68.0,Paid Social
C100841,2024-04-04,France,72.0,Paid Social
C100842,2024-09-28,United States,29.0,Paid Social
C100843,2023-01-26,United Kingdom,58.0,Email
C100844,2023-01-04,Spain,35.0,Email
C100845,2023-01-04,UK,74.0,Paid Search
C100846,2023-04-20,United Kingdom,32.0,Paid Search
C100847,2023-02-06,United States,34.0,Organic Search
C100848,2024-07-27,United Kingdom,58.0,Organic Search
C100849,2024-02-29,United Kingdom,62.0,Direct
C100850,2024-11-17,Germany,25.0,Paid Search
C100851,2024-07-15,United Kingdom,49.0,Paid Search
C100852,2024-11-05,France,,Organic Search
C100853,2023-06-16,Spain,52.0,Paid Social
C100854,2023-07-21,USA,49.0,Organic Search
C100855,2024-08-17,Germany,74.0,Direct
C100856,2023-06-21,Germany,71.0,Email
C100857,2023-02-10,Ireland,55.0,Email
C100858,2024-04-13,UK,56.0,Email
C100859,2024-07-14,United Kingdom,69.0,Paid Social
C100860,2024-11-08,United States,28.0,Referral
C100861,2024-10-11,United States,59.0,Organic Search
C100862,2023-03-26,United Kingdom,62.0,Referral
C100863,2024-06-24,USA,25.0,Direct
C100864,2024-08-15,United Kingdom,68.0,Referral
C100865,2024-05-03,Spain,57.0,Paid Social
C100866,2024-07-27,United Kingdom,,Direct
C100867,2024-08-09,United Kingdom,45.0,Direct
C100868,2023-11-09,United Kingdom,45.0,Organic Search
C100869,2023-01-29,United Kingdom,70.0,Organic Search
C100870,2023-11-16,United Kingdom,73.0,Referral
C100871,2023-05-22,United Kingdom,63.0,Paid Social
C100872,2023-03-21,United Kingdom,55.0,Organic Search
C100873,2023-03-29,United Kingdom,23.0,Organic Search
C100874,2024-05-03,UK,70.0,Organic Search
C100875,2023-12-20,United States,,Email
C100876,2024-01-13,UK,,Referral
C100877,2024-06-05,united kingdom,21.0,Organic Search
C100878,2024-01-19,United Kingdom,72.0,Direct
C100879,2024-03-17,United Kingdom,46.0,Paid Social
C100880,2023-03-02,United Kingdom,31.0,Paid Social
C100881,2024-08-18,Germany,22.0,Organic Search
C100882,2023-11-11,Ireland,41.0,Direct
C100883,2023-04-19,Spain,59.0,Paid Search
C100884,2024-07-23,United States,74.0,Email
C100885,2024-05-29,United States,49.0,Organic Search
C100886,2023-02-07,united kingdom,52.0,Paid Social
C100887,2023-05-16,Germany,65.0,Organic Search
C100888,2023-01-12,Germany,69.0,Direct
C100889,2023-07-09,France,33.0,Organic Search
C100890,2023-03-11,France,74.0,Paid Search
C100891,2024-05-11,United States,47.0,Email
C100892,2024-01-01,Germany,71.0,Email
C100893,2024-11-17,France,24.0,Direct
C100894,2024-06-08,united kingdom,23.0,Organic Search
C100895,2024-03-04,Spain,68.0,Direct
C100896,2023-12-23,United Kingdom,56.0,Organic Search
C100897,2023-02-08,Ireland,27.0,Direct
C100898,2023-02-19,Germany,69.0,Email
C100899,2024-03-07,United Kingdom,23.0,Organic Search
C100900,2023-01-04,Germany,56.0,Direct
C100901,2023-01-30,United Kingdom,29.0,Organic Search
C100902,2023-06-03,Germany,22.0,Organic Search
C100903,2024-09-10,France,63.0,Direct
C100904,2023-11-18,USA,66.0,Email
C100905,2024-05-11,France,24.0,Paid Search
C100906,2023-10-16,United Kingdom,23.0,Referral
C100907,2023-05-02,United Kingdom,53.0,Referral
C100908,2023-09-17,United States,19.0,Paid Social
C100909,2023-03-06,United Kingdom,60.0,Organic Search
C100910,2024-06-23,United States,70.0,Paid Search
C100911,2023-05-09,United Kingdom,60.0,Organic Search
C100912,2023-09-21,United States,31.0,Email
C100913,2024-11-17,United States,28.0,Paid Social
C100914,2024-02-19,France,56.0,Paid Social
C100915,2023-11-17,United Kingdom,21.0,Email
C100916,2024-01-16,France,48.0,Direct
C100917,2024-07-02,United States,43.0,Direct
C100918,2023-06-28,united kingdom,60.0,Paid Search
C100919,2024-03-21,United States,29.0,Paid Social
C100920,2024-09-02,United States,61.0,Email
C100921,2024-02-05,United Kingdom,57.0,Organic Search
C100922,2023-11-09,United States,31.0,Direct
C100923,2023-04-12,United Kingdom,38.0,Paid Social
C100924,2023-06-23,UK,21.0,Email
C100925,2024-10-24,United States,43.0,Organic Search
C100926,2024-01-14,United States,32.0,Direct
C100927,2023-07-30,France,24.0,Direct
C100928,2023-10-20,United Kingdom,49.0,Paid Search
C100929,2024-02-09,Ireland,50.0,Organic Search
C100930,2024-01-12,France,22.0,Paid Search
C100931,2024-05-04,Ireland,28.0,Organic Search
C100932,2023-06-30,France,22.0,Paid Social
C100933,2024-03-30,United Kingdom,,Organic Search
C100934,2023-11-06,United States,37.0,Paid Social
C100935,2024-10-20,United Kingdom,22.0,Email
C100936,2023-04-21,France,28.0,Organic Search
C100937,2023-04-14,USA,73.0,Paid Social
C100938,2023-11-20,United Kingdom,32.0,Referral
C100939,2023-12-22,Spain,57.0,Direct
C100940,2024-04-28,United Kingdom,44.0,Referral
C100941,2023-10-10,United States,28.0,Email
C100942,2024-10-01,Germany,35.0,Organic Search
C100943,2023-11-28,United Kingdom,18.0,Direct
C100944,2023-04-01,USA,60.0,Organic Search
C100945,2023-03-25,France,,Paid Social
C100946,2024-11-12,United Kingdom,46.0,Organic Search
C100947,2023-04-04,United States,26.0,Referral
C100948,2024-10-25,United Kingdom,64.0,Paid Social
C100949,2023-07-14,Germany,30.0,Referral
C100950,2023-03-07,United Kingdom,50.0,Paid Social
C100951,2023-08-02,Spain,67.0,Email
C100952,2024-03-06,France,58.0,Email
C100953,2023-10-27,United Kingdom,52.0,Organic Search
C100954,2024-07-03,united kingdom,68.0,Paid Social
C100955,2024-03-03,USA,28.0,Referral
C100956,2023-10-08,Germany,72.0,Email
C100957,2024-03-20,United States,,Organic Search
C100958,2024-11-11,United Kingdom,41.0,Referral
C100959,2023-10-16,United Kingdom,32.0,Paid Social
C100960,2023-04-18,Ireland,60.0,Organic Search
C100961,2023-10-14,United States,73.0,Organic Search
C100962,2024-08-11,France,57.0,Email
C100963,2023-06-02,United States,19.0,Paid Social
C100964,2024-10-26,Spain,44.0,Referral
C100965,2024-02-16,United Kingdom,59.0,Organic Search
C100966,2024-02-26,United Kingdom,40.0,Direct
C100967,2023-08-10,Spain,62.0,Paid Social
C100968,2024-10-06,Spain,58.0,Referral
C100969,2023-01-26,united kingdom,21.0,Direct
C100970,2023-07-29,UK,49.0,Paid Social
C100971,2023-10-20,United States,27.0,Organic Search
C100972,2023-12-01,United States,45.0,Email
C100973,2023-11-28,United Kingdom,39.0,Paid Search
C100974,2023-04-14,France,63.0,Paid Search
C100975,2023-06-07,United Kingdom,67.0,Organic Search
C100976,2023-03-08,Germany,44.0,Direct
C100977,2024-02-05,United Kingdom,48.0,Paid Social
C100978,2023-09-03,United Kingdom,53.0,Organic Search
C100979,2024-02-01,Germany,55.0,Referral
C100980,2024-02-17,UK,54.0,Email
C100981,2024-05-06,Germany,62.0,Email
C100982,2024-01-18,United Kingdom,73.0,Direct
C100983,2024-03-29,Spain,65.0,Paid Social
C100984,2024-02-16,Germany,25.0,Referral
C100985,2024-04-01,France,45.0,Paid Social
C100986,2024-03-07,United Kingdom,44.0,Organic Search
C100987,2023-08-10,united kingdom,47.0,Paid Social
C100988,2023-06-22,UK,48.0,Paid Search
C100989,2024-07-05,United States,58.0,Email
C100990,2023-08-28,united kingdom,41.0,Organic Search
C100991,2024-01-20,United Kingdom,33.0,Referral
C100992,2023-05-18,UK,44.0,Paid Search
C100993,2023-10-29,United Kingdom,66.0,Paid Search
C100994,2024-01-06,United States,35.0,Email
C100995,2024-03-14,United Kingdom,19.0,Paid Social
C100996,2024-01-04,United Kingdom,73.0,Email
C100997,2023-09-10,USA,29.0,Direct
C100998,2024-11-04,United States,52.0,Paid Search
C100999,2023-12-25,UK,63.0,Direct
C101000,2024-07-19,United States,33.0,Email
C101001,2024-05-30,Germany,37.0,Organic Search
C101002,2024-01-26,UK,33.0,Email
C101003,2024-09-12,USA,26.0,Organic Search
C101004,2023-03-31,Ireland,26.0,Organic Search
C101005,2024-10-06,United States,28.0,Email
C101006,2024-08-18,Spain,44.0,Referral
C101007,2023-12-19,France,48.0,Paid Search
C101008,2024-05-28,United Kingdom,18.0,Direct
C101009,2023-12-31,United States,66.0,Paid Search
C101010,2023-07-08,Germany,56.0,Direct
C101011,2024-07-13,Ireland,22.0,Direct
C101012,2023-06-22,United States,66.0,Organic Search
C101013,2023-08-09,United Kingdom,19.0,Referral
C101014,2023-12-30,United States,49.0,Organic Search
C101015,2024-08-09,United Kingdom,44.0,Organic Search
C101016,2023-09-26,Germany,46.0,Organic Search
C101017,2023-12-12,United States,72.0,Direct
C101018,2023-01-30,Germany,70.0,Direct
C101019,2023-03-23,France,33.0,Paid Search
C101020,2023-02-09,USA,51.0,Paid Search
C101021,2023-02-20,USA,72.0,Paid Search
C101022,2024-08-30,Germany,59.0,Organic Search
C101023,2024-08-12,France,68.0,Paid Search
C101024,2024-07-29,France,42.0,Direct
C101025,2023-02-08,United Kingdom,34.0,Paid Search
C101026,2023-02-24,United States,47.0,Organic Search
C101027,2023-07-16,United Kingdom,64.0,Organic Search
C101028,2024-01-31,France,70.0,Paid Search
C101029,2023-08-22,Germany,57.0,Organic Search
C101030,2023-12-08,United States,58.0,Paid Social
C101031,2023-05-02,United Kingdom,47.0,Email
C101032,2024-05-26,UK,36.0,Organic Search
C101033,2023-08-08,Germany,42.0,Organic Search
C101034,2023-02-16,United Kingdom,46.0,Paid Search
C101035,2024-06-03,United Kingdom,64.0,Paid Search
C101036,2024-09-23,France,49.0,Paid Search
C101037,2023-01-11,Germany,63.0,Paid Social
C101038,2023-11-02,United Kingdom,19.0,Organic Search
C101039,2024-08-02,united kingdom,61.0,Paid Social
C101040,2024-05-09,Ireland,46.0,Email
C101041,2024-08-22,Germany,74.0,Organic Search
C101042,2023-10-18,USA,44.0,Direct
C101043,2023-09-18,united kingdom,45.0,Paid Search
C101044,2024-05-11,united kingdom,25.0,Email
C101045,2023-04-18,United Kingdom,63.0,Paid Social
C101046,2023-06-17,Germany,57.0,Paid Social
C101047,2024-02-25,United Kingdom,67.0,Organic Search
C101048,2024-04-12,United Kingdom,23.0,Paid Social
C101049,2023-03-25,Germany,30.0,Email
C101050,2023-12-22,Spain,67.0,Paid Social
C101051,2023-09-13,Germany,20.0,Email
C101052,2023-12-18,United States,46.0,Direct
C101053,2024-11-01,United States,41.0,Organic Search
C101054,2023-02-23,United States,71.0,Organic Search
C101055,2024-11-27,united kingdom,66.0,Organic Search
C101056,2023-11-11,United States,69.0,Organic Search
C101057,2024-06-24,United States,34.0,Email
C101058,2023-10-25,USA,51.0,Direct
C101059,2023-08-06,France,,Paid Search
C101060,2024-06-23,Ireland,73.0,Referral
C101061,2024-04-26,United Kingdom,18.0,Paid Social
C101062,2023-04-11,United States,73.0,Organic Search
C101063,2024-05-08,United Kingdom,38.0,Paid Social
C101064,2024-06-11,UK,25.0,Paid Social
C101065,2023-09-29,united kingdom,53.0,Paid Search
C101066,2024-10-09,United Kingdom,62.0,Email
C101067,2024-03-24,Germany,25.0,Organic Search
C101068,2023-08-22,United States,20.0,Paid Social
C101069,2023-01-08,Spain,69.0,Organic Search
C101070,2024-04-17,United Kingdom,71.0,Paid Search
C101071,2023-05-27,United Kingdom,26.0,Organic Search
C101072,2024-06-13,United States,69.0,Organic Search
C101073,2024-01-03,United Kingdom,69.0,Organic Search
C101074,2023-11-23,United Kingdom,74.0,Direct
C101075,2023-04-25,Ireland,30.0,Email
C101076,2024-05-13,United Kingdom,50.0,Referral
C101077,2023-04-27,United Kingdom,74.0,Paid Social
C101078,2023-10-20,United States,69.0,Organic Search
C101079,2024-08-08,United States,52.0,Paid Search
C101080,2024-10-06,USA,29.0,Organic Search
C101081,2024-11-23,UK,22.0,Organic Search
C101082,2024-11-01,France,32.0,Email
C101083,2024-01-25,United Kingdom,21.0,Organic Search
C101084,2023-05-21,United States,29.0,Organic Search
C101085,2024-08-10,Germany,22.0,Direct
C101086,2024-07-15,France,61.0,Email
C101087,2024-11-24,UK,51.0,Organic Search
C101088,2024-03-31,United States,47.0,Paid Social
C101089,2023-04-10,United Kingdom,64.0,Direct
C101090,2023-12-19,United Kingdom,41.0,Organic Search
C101091,2023-11-10,United Kingdom,40.0,Organic Search
C101092,2024-08-13,Germany,29.0,Referral
C101093,2023-10-02,united kingdom,43.0,Referral
C101094,2023-08-19,Germany,27.0,Paid Search
C101095,2023-02-26,United Kingdom,51.0,Paid Social
C101096,2024-08-07,France,74.0,Organic Search
C101097,2024-06-12,France,48.0,Email
C101098,2023-01-29,United Kingdom,35.0,Referral
C101099,2023-10-31,United Kingdom,57.0,Organic Search
C101100,2023-12-02,United Kingdom,64.0,Email
C101101,2023-11-25,France,44.0,Organic Search
C101102,2024-10-05,United Kingdom,32.0,Direct
C101103,2023-04-16,United States,58.0,Direct
C101104,2023-08-03,United States,28.0,Paid Social
C101105,2023-05-07,France,74.0,Paid Search
C101106,2023-06-20,United States,36.0,Paid Search
C101107,2024-09-26,United States,37.0,Organic Search
C101108,2024-10-20,Ireland,59.0,Paid Social
C101109,2023-02-01,United Kingdom,18.0,Referral
C101110,2024-03-18,France,29.0,Organic Search
C101111,2023-06-12,United Kingdom,25.0,Paid Social
C101112,2023-05-15,United States,40.0,Paid Social
C101113,2023-07-24,France,49.0,Paid Search
C101114,2023-05-17,Germany,28.0,Paid Social
C101115,2023-12-10,Germany,37.0,Direct
C101116,2024-11-27,United Kingdom,62.0,Paid Social
C101117,2024-02-15,United States,71.0,Organic Search
C101118,2024-05-21,UK,18.0,Paid Search
C101119,2023-12-12,United States,53.0,Organic Search
C101120,2023-01-10,United States,19.0,Organic Search
C101121,2023-02-28,united kingdom,,Paid Social
C101122,2023-07-08,united kingdom,68.0,Referral
C101123,2023-06-20,United Kingdom,63.0,Paid Social
C101124,2024-08-11,UK,31.0,Organic Search
C101125,2024-08-13,United Kingdom,32.0,Paid Social
C101126,2024-08-20,France,62.0,Organic Search
C101127,2024-03-22,USA,,Organic Search
C101128,2024-01-25,United Kingdom,34.0,Email
C101129,2024-03-30,Germany,18.0,Organic Search
C101130,2023-10-12,France,43.0,Paid Social
C101131,2024-04-14,United Kingdom,53.0,Referral
C101132,2024-07-10,United Kingdom,43.0,Direct
C101133,2024-06-18,United Kingdom,71.0,Paid Social
C101134,2024-03-05,United Kingdom,64.0,Paid Social
C101135,2023-02-10,Germany,,Organic Search
C101136,2024-05-22,Ireland,19.0,Paid Search
C101137,2023-09-14,United Kingdom,66.0,Organic Search
C101138,2024-06-04,Germany,61.0,Organic Search
C101139,2024-01-13,United Kingdom,40.0,Paid Social
C101140,2024-09-08,USA,51.0,Organic Search
C101141,2023-08-25,Germany,64.0,Organic Search
C101142,2024-10-13,UK,69.0,Organic Search
