customer_id,signup_date,plan,acquisition_channel,mrr,avg_logins_per_month,support_tickets_opened,nps_score,churn_date,is_churned
S202503,2024-07-11,Pro,Referral,92.39,29.5,1,,2024-08-11,True
S201561,2022-08-18,Pro,Paid Ads,101.09,13.5,0,,2023-01-18,True
S200877,2022-05-08,Enterprise,Organic,491.15,20.5,0,40.0,,False
S201573,2022-08-06,Pro,Sales-led,100.85,6.1,0,,2023-11-06,True
S201455,2023-01-06,Basic,Organic,27.06,8.0,0,45.0,,False
S202526,2024-07-20,Pro,Referral,101.16,9.8,2,,,False
S202974,2022-03-31,Basic,Paid Ads,29.24,12.5,0,44.0,2022-12-31,True
S201440,2024-11-28,Basic,Content/SEO,28.59,2.6,3,21.0,,False
S201380,2023-08-19,Basic,Organic,27.62,13.9,2,,,False
S201026,2022-10-21,Basic,Organic,27.85,12.3,3,,2022-12-21,True
S201586,2024-03-23,Pro,Sales-led,100.2,6.8,0,,,False
S202212,2024-08-24,Basic,Content/SEO,31.47,10.3,1,,,False
S200168,2022-12-04,Enterprise,Content/SEO,499.06,2.0,0,52.0,2023-12-04,True
S202098,2023-03-10,Enterprise,Paid Ads,509.27,11.4,1,42.0,,False
S200058,2022-02-27,Basic,Referral,30.73,4.2,0,,2023-08-27,True
S200463,2022-11-11,Basic,Referral,28.28,11.9,0,48.0,,False
S200256,2024-01-09,Enterprise,Paid Ads,505.17,23.3,2,,,False
S201721,2024-06-25,Pro,Sales-led,94.73,6.0,0,26.0,,False
S202131,2024-06-22,Basic,Organic,29.06,23.9,2,2.0,,False
S200341,2024-07-26,Pro,Referral,94.82,18.3,0,,,False
S201075,2024-08-06,Basic,Sales-led,27.52,12.7,1,3.0,,False
S200972,2023-10-03,Basic,Organic,31.35,18.7,2,17.0,,False
S201504,2024-11-02,Basic,Paid Ads,31.67,2.1,0,,,False
S201538,2024-05-22,Basic,Paid Ads,28.21,14.2,1,49.0,,False
S200290,2024-05-15,Basic,Organic,29.58,5.0,1,43.0,,False
S201969,2024-03-09,Basic,Organic,27.65,4.8,1,89.0,2024-08-09,True
S202940,2024-11-13,Basic,Organic,28.05,10.0,2,50.0,,False
S201188,2022-12-04,Basic,Organic,31.61,11.4,2,,,False
S202571,2023-11-10,Basic,Paid Ads,31.83,14.2,0,,,False
S202193,2024-05-26,Pro,Referral,101.16,11.9,1,,2024-11-26,True
S201093,2023-02-25,Basic,Organic,26.39,4.5,3,28.0,2024-10-25,True
S200588,2023-11-08,Basic,Content/SEO,28.4,3.7,0,,,False
S200028,2024-11-10,Basic,Paid Ads,26.36,1.7,0,,,False
S200406,2022-12-21,Pro,Paid Ads,90.9,4.0,2,35.0,2024-03-21,True
S200802,2022-08-24,Pro,Referral,95.54,21.9,0,,2023-07-24,True
S200600,2024-08-31,Basic,Sales-led,26.23,12.1,3,,,False
S202082,2024-11-15,Basic,Organic,27.92,11.2,2,,,False
S201035,2023-12-17,Basic,Content/SEO,26.39,7.4,2,35.0,,False
S202103,2022-08-05,Enterprise,Organic,541.39,15.1,1,23.0,2023-07-05,True
S201635,2024-06-21,Pro,Content/SEO,95.19,15.5,0,17.0,2024-11-21,True
S201654,2022-07-06,Pro,Sales-led,97.38,5.1,3,50.0,2022-09-06,True
S200581,2023-04-05,Pro,Paid Ads,92.07,14.7,2,21.0,,False
S200393,2022-11-25,Pro,Referral,96.6,4.4,0,,2023-04-25,True
S200709,2022-12-08,Basic,Organic,28.97,4.2,0,26.0,2024-03-08,True
S202275,2023-06-13,Basic,Referral,31.68,17.6,2,,2023-11-13,True
S200765,2022-03-10,Enterprise,Organic,477.13,11.0,1,74.0,,False
S202966,2023-12-28,Pro,Content/SEO,100.52,10.1,4,-14.0,,False
S200631,2022-12-08,Basic,Sales-led,31.6,4.3,1,11.0,,False
S202395,2024-09-30,Basic,Referral,27.35,14.5,1,88.0,,False
S200688,2023-02-25,Pro,Content/SEO,92.88,5.4,0,,2023-06-25,True
S202283,2024-08-22,Pro,Organic,93.21,3.8,1,33.0,,False
S202872,2023-06-18,Pro,Content/SEO,97.95,1.4,2,16.0,,False
S201105,2022-04-16,Basic,Organic,26.7,14.7,0,43.0,,False
S200378,2023-06-11,Pro,Content/SEO,108.38,3.5,1,26.0,,False
S201576,2023-09-25,Pro,Paid Ads,99.95,8.0,0,51.0,,False
S201351,2023-04-05,Basic,Organic,27.16,11.3,3,,2023-06-05,True
S200112,2022-05-16,Enterprise,Paid Ads,460.68,2.0,2,-8.0,2022-08-16,True
S201244,2022-12-31,Pro,Organic,103.9,9.0,1,18.0,2023-10-31,True
S201169,2022-12-28,Pro,Organic,100.85,7.2,1,34.0,,False
S202045,2022-09-12,Basic,Paid Ads,29.07,4.7,2,,2024-07-12,True
S201892,2024-02-16,Enterprise,Paid Ads,533.13,9.1,0,36.0,2024-07-16,True
S200300,2023-01-24,Pro,Organic,94.42,14.4,1,26.0,2024-06-24,True
S202761,2024-11-21,Enterprise,Content/SEO,525.89,16.1,1,27.0,,False
S202739,2022-09-08,Basic,Paid Ads,30.12,17.1,1,13.0,2023-02-08,True
S202189,2022-03-09,Pro,Referral,92.46,9.1,2,35.0,2024-05-09,True
S202685,2022-11-11,Enterprise,Organic,474.15,4.5,1,-6.0,,False
S201456,2023-07-10,Basic,Referral,31.66,7.9,3,,2023-08-10,True
S202311,2024-06-06,Pro,Referral,100.8,5.3,1,5.0,,False
S202772,2022-10-27,Basic,Referral,28.53,5.4,2,100.0,,False
S200885,2023-10-27,Basic,Organic,31.17,3.4,0,,2024-09-27,True
S201037,2023-06-14,Basic,Organic,27.62,9.3,2,12.0,2024-01-14,True
S202153,2024-11-22,Basic,Paid Ads,30.13,8.5,0,37.0,,False
S201432,2022-01-18,Pro,Organic,98.1,3.7,0,,2022-05-18,True
S201567,2024-01-18,Pro,Organic,102.13,9.1,1,57.0,,False
S202279,2024-05-06,Basic,Sales-led,29.8,18.1,3,,,False
S200456,2023-11-22,Enterprise,Referral,484.05,15.1,0,34.0,,False
S202132,2022-11-27,Pro,Organic,94.96,8.1,1,-10.0,2023-06-27,True
S201813,2023-04-14,Basic,Paid Ads,30.73,12.4,3,,,False
S202823,2023-12-20,Enterprise,Referral,532.03,11.4,3,39.0,,False
S202689,2023-12-19,Basic,Paid Ads,26.69,9.2,0,18.0,2024-01-19,True
S201568,2023-01-25,Pro,Organic,90.43,10.2,0,55.0,,False
S200573,2022-06-24,Pro,Sales-led,108.73,11.2,2,,,False
S201991,2024-07-05,Basic,Sales-led,31.4,5.0,2,,,False
S200671,2022-06-20,Pro,Sales-led,96.96,6.5,0,,2024-11-20,True
S200215,2022-07-07,Pro,Sales-led,105.29,0.8,2,25.0,2023-11-07,True
S200128,2024-02-27,Basic,Paid Ads,30.91,9.6,1,-9.0,2024-10-27,True
S202431,2024-09-20,Pro,Organic,90.68,3.3,0,29.0,,False
S200027,2022-08-12,Pro,Paid Ads,104.63,6.3,1,24.0,,False
S200528,2023-06-04,Pro,Referral,100.41,5.6,1,44.0,2023-07-04,True
S200195,2022-01-12,Basic,Organic,31.11,5.9,0,,2023-07-12,True
S202677,2023-05-18,Pro,Organic,95.21,1.4,2,,,False
S200792,2022-02-07,Enterprise,Organic,461.04,13.7,0,18.0,,False
S202662,2023-11-18,Basic,Organic,30.52,14.0,2,34.0,,False
S201722,2024-08-20,Pro,Content/SEO,108.88,2.7,2,30.0,2024-09-20,True
S201577,2024-01-28,Basic,Paid Ads,27.29,16.0,4,16.0,,False
S201817,2022-06-07,Basic,Paid Ads,29.39,3.0,1,,,False
S202049,2022-12-25,Basic,Content/SEO,28.48,2.7,1,34.0,2024-09-25,True
S201834,2023-10-30,Basic,Organic,31.57,3.0,1,74.0,,False
S200568,2024-04-28,Pro,Organic,98.71,5.1,1,15.0,2024-08-28,True
S200170,2023-02-23,Basic,Organic,29.84,15.7,1,42.0,,False
S201011,2022-11-08,Basic,Paid Ads,30.11,12.4,1,,,False
S202327,2024-01-22,Enterprise,Paid Ads,510.53,14.7,1,100.0,,False
S200108,2022-12-25,Enterprise,Organic,495.14,11.7,0,,,False
S201200,2023-06-10,Basic,Organic,27.19,11.7,1,39.0,2023-09-10,True
S200737,2024-05-25,Basic,Paid Ads,28.54,5.3,2,,,False
S202955,2024-04-03,Pro,Organic,91.98,3.6,0,20.0,2024-12-03,True
S202642,2022-11-07,Basic,Sales-led,29.92,8.8,2,69.0,2024-01-07,True
S200977,2024-11-21,Basic,Content/SEO,29.71,9.1,2,3.0,,False
S200221,2024-01-03,Basic,Organic,28.65,4.0,1,,,False
S201322,2023-04-20,Basic,Organic,29.77,2.9,2,,2023-06-20,True
S201410,2022-02-11,Basic,Content/SEO,30.05,8.0,0,,2023-08-11,True
S201508,2023-01-04,Pro,Paid Ads,107.27,24.4,1,,,False
S200204,2023-10-19,Enterprise,Content/SEO,468.17,19.6,0,62.0,,False
S200460,2023-07-11,Basic,Content/SEO,28.05,2.6,0,26.0,2024-02-11,True
S200820,2023-10-27,Enterprise,Organic,527.06,14.5,2,32.0,,False
S200488,2024-09-17,Pro,Paid Ads,96.34,3.5,0,34.0,,False
S202636,2023-10-21,Basic,Sales-led,29.02,10.2,2,37.0,2023-12-21,True
S200179,2022-02-01,Basic,Organic,26.67,7.3,4,68.0,2022-08-01,True
S201170,2022-11-06,Pro,Sales-led,91.13,6.1,2,24.0,,False
S202577,2024-10-31,Pro,Sales-led,102.23,6.3,0,,,False
S201480,2023-08-21,Pro,Referral,92.96,19.3,1,41.0,2024-07-21,True
S201610,2024-07-24,Basic,Paid Ads,29.79,4.1,1,63.0,,False
S200482,2022-10-20,Basic,Paid Ads,26.37,3.4,0,65.0,2023-04-20,True
S200910,2022-05-26,Basic,Referral,28.67,8.0,1,47.0,2023-09-26,True
S202037,2022-06-30,Basic,Organic,31.27,10.7,1,-10.0,2023-08-30,True
S200149,2024-03-20,Basic,Referral,28.7,2.3,2,54.0,,False
S200958,2024-08-30,Basic,Organic,28.84,12.2,1,,,False
S201433,2022-11-06,Enterprise,Referral,525.09,7.9,1,,,False
S201069,2022-08-22,Pro,Organic,100.55,5.0,1,64.0,,False
S200486,2022-04-08,Basic,Organic,31.19,8.7,0,45.0,2024-06-08,True
S200640,2023-06-01,Basic,Organic,28.39,4.1,2,75.0,,False
S200298,2023-07-12,Basic,Content/SEO,29.39,11.2,2,100.0,,False
S200750,2023-03-12,Basic,Paid Ads,29.75,11.4,0,85.0,2024-02-12,True
S202073,2022-02-14,Enterprise,Paid Ads,539.95,18.4,1,56.0,,False
S202210,2023-12-11,Basic,Organic,26.11,6.1,2,29.0,,False
S200373,2024-11-29,Basic,Referral,30.23,0.4,0,1.0,,False
S201668,2023-11-04,Pro,Paid Ads,96.11,6.8,0,35.0,,False
S201368,2024-08-26,Pro,Organic,94.54,7.1,0,39.0,,False
S201317,2023-05-28,Basic,Sales-led,26.58,10.8,1,80.0,2024-09-28,True
S200507,2023-07-31,Basic,Sales-led,28.05,0.6,3,5.0,2024-02-29,True
S200764,2023-03-25,Basic,Organic,28.59,4.4,1,49.0,,False
S200425,2022-10-08,Enterprise,Paid Ads,500.1,1.5,0,,2022-11-08,True
S201279,2024-02-21,Pro,Referral,101.91,12.8,0,55.0,,False
S202155,2024-03-11,Enterprise,Content/SEO,530.47,3.7,1,28.0,,False
S201008,2024-04-06,Basic,Sales-led,30.35,4.7,5,66.0,,False
S201115,2022-02-24,Pro,Organic,95.55,8.0,2,51.0,2022-04-24,True
S200686,2024-08-27,Basic,Sales-led,28.35,12.7,2,71.0,,False
S202548,2024-07-03,Pro,Sales-led,102.18,30.0,0,,,False
S201367,2022-11-22,Enterprise,Content/SEO,547.04,4.4,1,10.0,2023-07-22,True
S201374,2023-08-16,Pro,Organic,91.83,3.2,1,28.0,,False
S201231,2024-09-11,Basic,Content/SEO,27.69,2.2,3,47.0,,False
S200031,2024-01-15,Pro,Organic,99.23,1.7,1,25.0,,False
S202401,2024-08-13,Basic,Referral,26.52,5.1,0,9.0,,False
S202579,2022-06-21,Pro,Organic,93.88,8.1,2,46.0,2023-07-21,True
S201403,2023-04-14,Basic,Referral,27.1,5.1,1,,,False
S201785,2022-04-16,Basic,Paid Ads,30.71,4.2,2,,2023-10-16,True
S202527,2023-08-23,Pro,Sales-led,103.46,4.5,1,11.0,,False
S201597,2023-11-17,Basic,Paid Ads,28.61,6.1,1,,2024-07-17,True
S200264,2022-02-10,Basic,Organic,29.47,18.5,2,28.0,2022-12-10,True
S200239,2024-03-25,Basic,Referral,28.58,15.6,2,11.0,,False
S201414,2023-01-04,Basic,Sales-led,28.29,24.1,1,57.0,,False
S201171,2024-06-24,Basic,Referral,29.4,14.0,2,,2024-09-24,True
S200184,2023-10-30,Pro,Organic,94.51,11.8,2,-9.0,2024-01-30,True
S201201,2023-07-19,Basic,Content/SEO,28.59,41.8,0,,,False
S202499,2024-10-15,Basic,Sales-led,31.68,4.0,0,13.0,,False
S202341,2022-11-23,Basic,Paid Ads,28.65,2.7,1,,,False
S202960,2024-04-19,Pro,Organic,92.64,2.0,2,,2024-07-19,True
S202938,2024-05-04,Basic,Paid Ads,29.77,11.0,0,49.0,,False
S200577,2024-04-19,Pro,Paid Ads,107.08,15.1,4,,,False
S202200,2023-09-09,Pro,Paid Ads,95.09,6.5,0,29.0,,False
S200903,2022-06-17,Pro,Organic,108.31,9.8,4,27.0,2023-03-17,True
S200424,2023-11-19,Basic,Organic,29.67,1.5,0,79.0,2024-04-19,True
S200845,2023-09-06,Pro,Content/SEO,92.83,5.2,0,35.0,2023-12-06,True
S202238,2024-01-18,Basic,Content/SEO,28.13,12.3,1,1.0,,False
S201052,2022-07-27,Pro,Content/SEO,89.91,8.0,1,18.0,2024-02-27,True
S200287,2024-04-10,Basic,Paid Ads,27.82,6.9,0,,,False
S201328,2024-02-25,Basic,Referral,31.62,9.5,1,,,False
S201181,2023-01-15,Basic,Paid Ads,29.76,2.5,1,-22.0,2023-04-15,True
S200198,2024-02-21,Basic,Organic,28.52,17.6,1,36.0,2024-11-21,True
S201287,2022-12-07,Basic,Content/SEO,28.66,10.8,2,39.0,2024-10-07,True
S202624,2022-08-18,Basic,Organic,29.06,1.9,0,,,False
S201273,2024-03-12,Basic,Referral,29.59,4.1,0,65.0,2024-10-12,True
S201999,2022-08-25,Enterprise,Referral,527.76,3.5,1,,,False
S201109,2023-08-01,Enterprise,Sales-led,479.93,7.4,3,53.0,,False
S200700,2023-03-01,Basic,Paid Ads,27.13,1.7,0,,2024-07-01,True
S201698,2022-01-24,Basic,Paid Ads,28.93,5.9,3,34.0,2022-04-24,True
S200533,2023-08-16,Pro,Referral,108.71,14.7,2,13.0,,False
S200478,2023-05-18,Pro,Referral,102.88,10.5,0,4.0,2024-01-18,True
S201732,2022-09-04,Basic,Content/SEO,29.95,3.1,1,,2023-12-04,True
S201210,2022-07-26,Basic,Organic,29.44,5.8,1,2.0,,False
S202163,2024-10-28,Basic,Paid Ads,26.19,8.8,1,82.0,,False
S201167,2024-06-27,Pro,Paid Ads,96.34,13.6,1,68.0,,False
S202031,2024-10-06,Pro,Content/SEO,96.31,3.6,1,-2.0,,False
S202773,2023-12-16,Pro,Organic,95.37,2.4,0,65.0,,False
S201177,2024-01-29,Pro,Paid Ads,101.27,11.8,0,,,False
S202175,2022-10-18,Pro,Referral,105.2,8.5,1,13.0,,False
S201113,2022-11-24,Pro,Referral,100.04,17.4,3,60.0,2024-04-24,True
S202094,2023-06-19,Basic,Sales-led,31.27,11.3,2,26.0,,False
S200916,2022-07-29,Basic,Organic,28.5,18.3,0,,2022-08-29,True
S201349,2024-02-07,Basic,Referral,30.14,11.2,0,41.0,,False
S202698,2022-10-19,Basic,Organic,27.84,8.5,0,,2023-07-19,True
S202438,2024-04-28,Basic,Sales-led,30.01,8.0,1,76.0,,False
S200938,2023-11-06,Pro,Content/SEO,101.21,15.8,0,35.0,,False
S200591,2023-06-24,Basic,Organic,31.36,22.0,1,8.0,2023-12-24,True
S202303,2024-11-26,Pro,Paid Ads,91.07,6.9,2,,,False
S200097,2023-11-06,Basic,Organic,28.98,8.5,1,27.0,,False
S200357,2024-05-10,Enterprise,Sales-led,523.37,6.8,0,74.0,,False
S202007,2024-01-26,Basic,Content/SEO,31.3,6.1,1,63.0,,False
S201130,2024-05-25,Pro,Content/SEO,100.08,1.8,0,34.0,,False
S202494,2022-07-01,Pro,Paid Ads,89.22,2.7,1,74.0,2022-11-01,True
S201301,2023-02-17,Basic,Organic,28.82,13.7,0,,,False
S202617,2023-11-23,Pro,Content/SEO,89.84,3.2,1,23.0,,False
S202138,2022-01-12,Enterprise,Organic,472.33,3.1,1,21.0,,False
S200061,2024-04-15,Pro,Organic,89.93,7.6,1,-13.0,,False
S202292,2024-11-03,Pro,Paid Ads,101.03,6.7,0,10.0,,False
S201937,2023-10-20,Pro,Paid Ads,96.38,16.0,2,,,False
S201726,2023-10-13,Basic,Organic,29.6,1.2,1,67.0,2024-05-13,True
S202457,2022-12-07,Enterprise,Paid Ads,542.99,3.6,0,,,False
S201337,2023-06-06,Pro,Content/SEO,96.61,17.2,0,18.0,,False
S201044,2022-12-14,Pro,Referral,89.75,7.6,1,35.0,,False
S202386,2023-07-18,Pro,Content/SEO,91.92,3.4,0,71.0,2024-08-18,True
S202676,2023-05-31,Basic,Content/SEO,26.7,9.2,5,,,False
S202860,2022-09-29,Basic,Sales-led,30.56,26.6,5,58.0,2024-09-29,True
S201723,2022-04-16,Pro,Content/SEO,107.42,16.3,0,,,False
S201808,2024-07-28,Pro,Paid Ads,106.28,17.6,0,51.0,,False
S201203,2024-04-14,Basic,Organic,31.87,4.1,1,21.0,,False
S201501,2024-05-21,Pro,Paid Ads,93.83,19.8,1,62.0,,False
S202716,2023-02-06,Basic,Referral,31.85,12.0,1,47.0,,False
S202428,2024-03-13,Enterprise,Sales-led,529.33,5.4,0,,,False
S201869,2022-04-10,Pro,Content/SEO,107.82,16.7,1,27.0,2022-09-10,True
S202605,2023-09-18,Basic,Sales-led,31.11,19.6,2,36.0,,False
S202381,2023-09-24,Basic,Referral,27.39,3.4,0,65.0,2024-09-24,True
S200232,2024-05-01,Basic,Paid Ads,27.55,14.2,1,30.0,,False
S200680,2023-01-05,Pro,Organic,92.51,9.9,1,22.0,2023-08-05,True
S202738,2022-12-25,Pro,Paid Ads,103.75,12.1,2,,,False
S202245,2023-07-31,Pro,Content/SEO,92.36,4.8,3,,,False
S200311,2022-08-06,Pro,Sales-led,102.94,3.4,0,89.0,2023-09-06,True
S202728,2022-03-07,Pro,Sales-led,96.63,5.3,0,29.0,2022-06-07,True
S202978,2022-09-19,Pro,Organic,100.9,24.1,2,61.0,,False
S202379,2024-01-06,Pro,Organic,104.9,11.8,0,,2024-09-06,True
S202803,2023-12-12,Pro,Paid Ads,101.22,11.2,2,,,False
S201416,2024-06-24,Basic,Paid Ads,28.21,17.3,1,42.0,,False
S200511,2023-04-07,Enterprise,Paid Ads,480.3,11.6,2,26.0,,False
S202865,2024-02-17,Pro,Paid Ads,106.68,8.6,3,-13.0,2024-03-17,True
S200517,2023-11-22,Basic,Paid Ads,28.38,4.1,3,1.0,2024-10-22,True
S201499,2023-02-10,Basic,Sales-led,29.61,8.9,1,70.0,,False
S200646,2022-03-01,Basic,Sales-led,31.55,7.1,2,-9.0,2024-01-01,True
S200379,2024-06-10,Pro,Organic,100.59,13.6,3,96.0,,False
S200689,2022-11-24,Pro,Organic,107.84,1.0,1,53.0,2024-08-24,True
S200197,2022-10-22,Basic,Sales-led,27.81,13.6,0,21.0,,False
S202648,2023-12-21,Basic,Content/SEO,30.38,8.4,0,,,False
S202819,2023-03-19,Pro,Paid Ads,97.59,9.5,1,44.0,,False
S202413,2024-10-15,Basic,Paid Ads,30.99,7.1,1,71.0,,False
S200725,2022-04-09,Basic,Organic,31.24,0.7,0,,2024-01-09,True
S202554,2024-06-05,Enterprise,Organic,528.24,4.9,2,-4.0,,False
S200263,2023-12-23,Pro,Paid Ads,103.8,16.1,1,41.0,,False
S201051,2023-01-06,Pro,Content/SEO,103.31,5.4,3,53.0,2023-03-06,True
S200663,2022-09-23,Basic,Referral,26.44,8.3,0,12.0,2023-04-23,True
S202270,2024-03-06,Basic,Organic,30.45,12.7,3,63.0,2024-10-06,True
S201686,2023-02-23,Basic,Paid Ads,29.27,0.9,1,36.0,2023-05-23,True
S202377,2022-05-30,Basic,Paid Ads,30.8,13.2,2,28.0,2024-05-30,True
S201531,2023-01-17,Basic,Organic,27.76,16.5,2,82.0,,False
S200949,2023-06-09,Basic,Organic,27.54,7.1,0,53.0,,False
S202693,2024-04-11,Pro,Organic,108.15,14.4,0,-9.0,2024-09-11,True
S202152,2024-11-13,Basic,Content/SEO,28.6,5.5,3,10.0,,False
S200513,2023-01-01,Enterprise,Organic,537.29,30.6,2,7.0,2023-02-01,True
S201117,2022-10-14,Enterprise,Organic,450.09,12.9,1,7.0,,False
S201890,2023-07-01,Basic,Sales-led,31.6,3.3,0,42.0,,False
S202191,2022-12-22,Pro,Paid Ads,103.24,3.6,0,72.0,,False
S200016,2024-01-16,Enterprise,Sales-led,507.6,3.3,3,-21.0,,False
S201156,2023-12-08,Pro,Organic,101.3,14.2,0,59.0,2024-06-08,True
S201223,2024-10-13,Pro,Sales-led,91.23,7.1,3,,,False
S201927,2024-02-19,Basic,Organic,27.06,12.3,0,25.0,,False
S200917,2022-01-01,Pro,Content/SEO,99.43,5.5,3,25.0,2023-04-01,True
S202854,2022-03-07,Pro,Content/SEO,90.22,13.2,0,76.0,2022-10-07,True
S201652,2023-10-28,Basic,Referral,29.85,3.3,0,,2024-08-28,True
S200713,2022-11-02,Pro,Sales-led,102.25,17.9,2,,,False
S202034,2023-05-09,Enterprise,Referral,454.62,9.3,0,,,False
S201859,2023-08-13,Pro,Sales-led,93.52,4.8,0,64.0,,False
S202652,2024-09-15,Pro,Paid Ads,95.09,5.5,2,16.0,,False
S202221,2022-05-02,Basic,Organic,29.94,13.5,0,49.0,,False
S201224,2022-01-31,Enterprise,Referral,485.06,3.8,2,,,False
S201417,2022-12-20,Basic,Referral,31.58,2.7,0,46.0,2023-05-20,True
S202414,2023-07-04,Enterprise,Paid Ads,499.74,1.3,2,30.0,,False
S202195,2022-12-16,Enterprise,Paid Ads,499.96,8.4,1,4.0,,False
S202977,2022-08-15,Pro,Content/SEO,98.89,19.1,2,100.0,2024-06-15,True
S200907,2024-04-12,Basic,Content/SEO,30.06,6.9,0,28.0,,False
S200928,2023-12-05,Enterprise,Referral,479.29,7.9,1,28.0,,False
S201836,2023-12-28,Pro,Referral,91.26,11.1,1,,2024-01-28,True
S200571,2024-07-09,Pro,Paid Ads,100.84,11.8,1,31.0,,False
S202017,2022-12-14,Basic,Paid Ads,29.25,3.0,1,,2024-04-14,True
S201462,2022-04-24,Pro,Content/SEO,105.86,13.7,2,35.0,,False
S202277,2022-08-19,Pro,Content/SEO,102.33,6.7,0,48.0,2022-10-19,True
S200441,2022-12-13,Pro,Referral,97.86,7.0,0,11.0,2023-07-13,True
S201784,2024-09-26,Pro,Content/SEO,99.0,9.6,0,33.0,,False
S201516,2022-07-14,Enterprise,Paid Ads,506.96,9.5,1,81.0,,False
S201795,2023-06-09,Basic,Organic,28.83,7.2,1,24.0,,False
S202634,2022-05-27,Basic,Organic,29.62,10.1,0,35.0,2023-03-27,True
S200281,2024-05-07,Basic,Referral,27.93,9.0,0,-20.0,2024-07-07,True
S201670,2023-01-09,Basic,Sales-led,26.76,7.5,0,29.0,,False
S200100,2022-01-24,Basic,Paid Ads,29.38,3.7,1,34.0,,False
S201165,2024-07-08,Pro,Paid Ads,107.7,4.0,0,,,False
S201040,2023-05-11,Pro,Organic,95.36,6.5,2,25.0,2023-07-11,True
S202774,2024-03-27,Enterprise,Paid Ads,449.67,3.8,1,,,False
S200408,2023-01-18,Pro,Paid Ads,103.21,13.3,0,32.0,,False
S202980,2024-01-18,Pro,Organic,94.3,5.1,1,30.0,,False
S200402,2022-07-04,Basic,Organic,30.87,3.4,1,6.0,2023-01-04,True
S200993,2022-05-07,Basic,Paid Ads,26.55,12.6,0,25.0,2023-05-07,True
S202099,2022-03-31,Pro,Content/SEO,105.08,4.2,1,,2022-12-31,True
S200043,2023-11-30,Pro,Content/SEO,90.31,14.4,3,15.0,,False
S202964,2022-07-06,Basic,Referral,29.39,11.8,0,,,False
S200139,2023-09-05,Basic,Organic,29.55,3.6,1,42.0,,False
S201663,2023-04-09,Pro,Referral,103.56,3.2,1,69.0,2024-11-09,True
S200248,2023-03-25,Basic,Paid Ads,26.24,3.5,1,,,False
S202044,2022-01-09,Pro,Content/SEO,96.61,7.5,1,26.0,2022-09-09,True
S202400,2024-04-22,Pro,Sales-led,96.5,3.9,1,71.0,,False
S202380,2024-04-28,Basic,Content/SEO,31.83,1.1,1,77.0,2024-05-28,True
S202717,2022-11-29,Basic,Organic,28.24,7.3,2,63.0,,False
S202249,2023-12-14,Basic,Paid Ads,26.71,26.0,1,,,False
S202115,2024-03-27,Basic,Organic,27.59,7.9,1,21.0,,False
S200770,2022-02-15,Basic,Organic,31.52,7.6,3,28.0,2023-08-15,True
S200561,2023-05-11,Enterprise,Paid Ads,537.28,3.9,2,,,False
S201582,2022-05-21,Basic,Paid Ads,29.84,15.5,3,38.0,2022-12-21,True
S202824,2022-07-05,Pro,Content/SEO,94.41,7.7,1,3.0,2023-04-05,True
S202543,2023-02-11,Pro,Paid Ads,89.1,4.0,2,,2023-06-11,True
S200518,2023-01-22,Pro,Organic,98.05,17.7,2,42.0,,False
S200011,2024-11-10,Pro,Paid Ads,105.7,5.5,1,19.0,,False
S202117,2022-03-13,Pro,Organic,100.89,15.1,2,12.0,,False
S201057,2023-09-23,Basic,Paid Ads,26.89,21.7,4,66.0,2023-11-23,True
S202009,2023-04-13,Enterprise,Organic,487.24,9.2,0,9.0,2024-10-13,True
S200040,2024-09-09,Pro,Referral,104.03,4.5,1,,2024-12-09,True
S200283,2023-06-04,Basic,Referral,26.97,9.8,1,2.0,2023-11-04,True
S201585,2023-05-12,Pro,Organic,103.88,7.1,1,65.0,,False
S200708,2023-12-14,Pro,Referral,95.5,6.5,0,2.0,,False
S202352,2024-06-23,Enterprise,Sales-led,529.95,1.1,2,6.0,,False
S202205,2023-03-17,Basic,Sales-led,29.34,6.7,1,-4.0,2023-12-17,True
S200759,2024-09-03,Basic,Referral,28.6,3.3,0,67.0,,False
S202560,2022-09-03,Pro,Sales-led,105.12,1.6,1,15.0,2022-10-03,True
S200205,2024-03-21,Basic,Referral,30.59,3.9,2,,,False
S201923,2024-10-06,Pro,Paid Ads,90.68,12.6,1,10.0,,False
S202196,2024-04-02,Basic,Referral,27.03,24.6,4,36.0,,False
S202896,2022-06-29,Basic,Content/SEO,29.12,20.5,1,,,False
S200026,2024-06-18,Enterprise,Content/SEO,491.57,8.4,1,30.0,,False
S201602,2022-06-06,Enterprise,Organic,531.78,16.3,2,21.0,2023-05-06,True
S200815,2023-02-27,Pro,Content/SEO,94.45,13.8,2,28.0,,False
S200085,2024-09-08,Basic,Organic,27.21,1.3,1,66.0,,False
S202472,2024-07-14,Basic,Referral,30.43,5.5,0,59.0,,False
S201521,2022-09-21,Pro,Referral,92.69,5.0,3,24.0,,False
S202437,2024-06-30,Basic,Sales-led,28.4,23.1,0,,,False
S201303,2024-04-18,Basic,Referral,26.73,17.2,2,27.0,,False
S200079,2022-10-22,Enterprise,Content/SEO,494.94,4.6,1,66.0,2024-05-22,True
S200875,2023-07-01,Enterprise,Content/SEO,502.21,7.8,1,57.0,,False
S200147,2022-09-30,Enterprise,Paid Ads,453.81,9.6,0,31.0,,False
S202818,2022-11-28,Basic,Organic,28.33,2.7,0,38.0,2022-12-28,True
